# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2364       1.405050353919e-11       4.210396904523e-13      -1.085960117068e-12       0.000000000000e+00       1.651785504424e-16       1.127099849573e-17       2.584996029388e-18 
 2365       1.404196106147e-11       4.170912660368e-13      -1.077089238978e-12       0.000000000000e+00       1.648541612470e-16       1.135542983114e-17       2.555678094425e-18 
 2366       1.403289434216e-11       4.131917476319e-13      -1.068104697883e-12       0.000000000000e+00       1.645304954215e-16       1.144124462088e-17       2.525557716239e-18 
 2367       1.402329659785e-11       4.093422040025e-13      -1.059010374893e-12       0.000000000000e+00       1.642075509416e-16       1.152841260815e-17       2.494543702663e-18 
 2368       1.401316102545e-11       4.055437071812e-13      -1.049810164902e-12       0.000000000000e+00       1.638853257687e-16       1.161690342556e-17       2.462544558255e-18 
 2369       1.400248080220e-11       4.017973324715e-13      -1.040507976593e-12       0.000000000000e+00       1.635638178492e-16       1.170668659503e-17       2.429468483980e-18 
 2370       1.399124908561e-11       3.981041584511e-13      -1.031107732463e-12       0.000000000000e+00       1.632430251156e-16       1.179773152763e-17       2.395223376888e-18 
 2371       1.397945901348e-11       3.944652669753e-13      -1.021613368830e-12       0.000000000000e+00       1.629229454854e-16       1.189000752351e-17       2.359716829800e-18 
 2372       1.396710370382e-11       3.908817431803e-13      -1.012028835851e-12       0.000000000000e+00       1.626035768618e-16       1.198348377173e-17       2.322856130984e-18 
 2373       1.395417625492e-11       3.873546754866e-13      -1.002358097538e-12       0.000000000000e+00       1.622849171333e-16       1.207812935020e-17       2.284548263842e-18 
 2374       1.394066974523e-11       3.838851556021e-13      -9.926051317702e-13       0.000000000000e+00       1.619669641740e-16       1.217391322549e-17       2.244699906589e-18 
 2375       1.392657723344e-11       3.804742785257e-13      -9.827739303089e-13       0.000000000000e+00       1.616497158430e-16       1.227080425277e-17       2.203217431933e-18 
 2376       1.391189175836e-11       3.771231425505e-13      -9.728684988142e-13       0.000000000000e+00       1.613331699853e-16       1.236877117565e-17       2.160006906761e-18 
 2377       1.389660812653e-11       3.738326773517e-13      -9.628928110862e-13       0.000000000000e+00       1.610173245514e-16       1.246778327579e-17       2.115002931610e-18 
 2378       1.388072828680e-11       3.706031270872e-13      -9.528506714541e-13       0.000000000000e+00       1.607021779603e-16       1.256781232630e-17       2.068255353871e-18 
 2379       1.386425598877e-11       3.674345641199e-13      -9.427458515692e-13       0.000000000000e+00       1.603877287393e-16       1.266883065009e-17       2.019843088070e-18 
 2380       1.384719499829e-11       3.643270606436e-13      -9.325821361137e-13       0.000000000000e+00       1.600739754033e-16       1.277081047122e-17       1.969845324869e-18 
 2381       1.382954909747e-11       3.612806886823e-13      -9.223633228151e-13       0.000000000000e+00       1.597609164548e-16       1.287372391473e-17       1.918341531363e-18 
 2382       1.381132208470e-11       3.582955200905e-13      -9.120932224593e-13       0.000000000000e+00       1.594485503842e-16       1.297754300659e-17       1.865411451368e-18 
 2383       1.379251777466e-11       3.553716265522e-13      -9.017756589049e-13       0.000000000000e+00       1.591368756695e-16       1.308223967357e-17       1.811135105720e-18 
 2384       1.377313999835e-11       3.525090795810e-13      -8.914144690967e-13       0.000000000000e+00       1.588258907764e-16       1.318778574312e-17       1.755592792565e-18 
 2385       1.375319260310e-11       3.497079505198e-13      -8.810135030800e-13       0.000000000000e+00       1.585155941583e-16       1.329415294330e-17       1.698865087654e-18 
 2386       1.373267945259e-11       3.469683105402e-13      -8.705766240134e-13       0.000000000000e+00       1.582059842561e-16       1.340131290262e-17       1.641032844640e-18 
 2387       1.371160442689e-11       3.442902306423e-13      -8.601077081839e-13       0.000000000000e+00       1.578970594985e-16       1.350923715001e-17       1.582177195365e-18 
 2388       1.368997142241e-11       3.416737816544e-13      -8.496106450194e-13       0.000000000000e+00       1.575888183017e-16       1.361789711464e-17       1.522379550161e-18 
 2389       1.366778435203e-11       3.391190342328e-13      -8.390893371037e-13       0.000000000000e+00       1.572812590695e-16       1.372726412585e-17       1.461721598137e-18 
 2390       1.364504714499e-11       3.366260588612e-13      -8.285477001891e-13       0.000000000000e+00       1.569743801934e-16       1.383730941305e-17       1.400285307479e-18 
 2391       1.362176374703e-11       3.341949258504e-13      -8.179896632114e-13       0.000000000000e+00       1.566681800523e-16       1.394800410559e-17       1.338152925740e-18 
 2392       1.359793812032e-11       3.318257053384e-13      -8.074191683026e-13       0.000000000000e+00       1.563626570128e-16       1.405931923269e-17       1.275406980133e-18 
 2393       1.357357424350e-11       3.295184672894e-13      -7.968401708055e-13       0.000000000000e+00       1.560578094288e-16       1.417122572329e-17       1.212130277829e-18 
 2394       1.354867611174e-11       3.272732814940e-13      -7.862566392872e-13       0.000000000000e+00       1.557536356421e-16       1.428369440598e-17       1.148405906248e-18 
 2395       1.352324773671e-11       3.250902175688e-13      -7.756725555528e-13       0.000000000000e+00       1.554501339816e-16       1.439669600887e-17       1.084317233350e-18 
 2396       1.349729314659e-11       3.229693449558e-13      -7.650919146592e-13       0.000000000000e+00       1.551473027638e-16       1.451020115951e-17       1.019947907936e-18 
 2397       1.347081638617e-11       3.209107329222e-13      -7.545187249291e-13       0.000000000000e+00       1.548451402929e-16       1.462418038476e-17       9.553818599337e-19 
 2398       1.344382151675e-11       3.189144505604e-13      -7.439570079648e-13       0.000000000000e+00       1.545436448602e-16       1.473860411068e-17       8.907033006980e-19 
 2399       1.341631261626e-11       3.169805667871e-13      -7.334107986616e-13       0.000000000000e+00       1.542428147447e-16       1.485344266248e-17       8.259967233005e-19 
 2400       1.338829377922e-11       3.151091503434e-13      -7.228841452222e-13       0.000000000000e+00       1.539426482128e-16       1.496866626432e-17       7.613469028246e-19 
 2401       1.335976911679e-11       3.133002697943e-13      -7.123811091698e-13       0.000000000000e+00       1.536431435180e-16       1.508424503929e-17       6.968388966598e-19 
 2402       1.333074275674e-11       3.115539935285e-13      -7.019057653626e-13       0.000000000000e+00       1.533442989016e-16       1.520014900926e-17       6.325580447947e-19 
 2403       1.330121884355e-11       3.098703897579e-13      -6.914622020070e-13       0.000000000000e+00       1.530461125920e-16       1.531634809478e-17       5.685899701112e-19 
 2404       1.327120153835e-11       3.082495265173e-13      -6.810545206720e-13       0.000000000000e+00       1.527485828051e-16       1.543281211499e-17       5.050205786779e-19 
 2405       1.324069501898e-11       3.066914716643e-13      -6.706868363023e-13       0.000000000000e+00       1.524517077440e-16       1.554951078750e-17       4.419360600443e-19 
 2406       1.320970347999e-11       3.051962928787e-13      -6.603632772327e-13       0.000000000000e+00       1.521554855993e-16       1.566641372827e-17       3.794228875344e-19 
 2407       1.317823113267e-11       3.037640576622e-13      -6.500879852014e-13       0.000000000000e+00       1.518599145488e-16       1.578349045155e-17       3.175678185403e-19 
 2408       1.314628220506e-11       3.023948333384e-13      -6.398651153644e-13       0.000000000000e+00       1.515649927575e-16       1.590071036973e-17       2.564578948162e-19 
 2409       1.311386094198e-11       3.010886870520e-13      -6.296988363086e-13       0.000000000000e+00       1.512707183779e-16       1.601804279324e-17       1.961804427720e-19 
 2410       1.308097160504e-11       2.998456857687e-13      -6.195933300663e-13       0.000000000000e+00       1.509770895495e-16       1.613545693047e-17       1.368230737672e-19 
 2411       1.304761847266e-11       2.986658962751e-13      -6.095527921282e-13       0.000000000000e+00       1.506841043994e-16       1.625292188764e-17       7.847368440467e-20 
 2412       1.301380584007e-11       2.975493851779e-13      -5.995814314579e-13       0.000000000000e+00       1.503917610414e-16       1.637040666871e-17       2.122045682422e-20 
 2413       1.297953801936e-11       2.964962189038e-13      -5.896834705055e-13       0.000000000000e+00       1.501000575771e-16       1.648788017527e-17      -3.484814100333e-20 
 2414       1.294481933948e-11       2.955064636995e-13      -5.798631452212e-13       0.000000000000e+00       1.498089920949e-16       1.660531120640e-17      -8.964335498260e-20 
 2415       1.290965414628e-11       2.945801856308e-13      -5.701247050692e-13       0.000000000000e+00       1.495185626704e-16       1.672266845864e-17      -1.430761445998e-19 
 2416       1.287404766892e-11       2.937173221523e-13      -5.604720272818e-13       0.000000000000e+00       1.492287674730e-16       1.683992241958e-17      -1.950811432378e-19 
 2417       1.283800862496e-11       2.929172959663e-13      -5.509074570389e-13       0.000000000000e+00       1.489396050848e-16       1.695705106166e-17      -2.456886983885e-19 
 2418       1.280154663114e-11       2.921793988228e-13      -5.414329602871e-13       0.000000000000e+00       1.486510741836e-16       1.707403418272e-17      -2.949532674431e-19 
 2419       1.276467133837e-11       2.915029197349e-13      -5.320505088668e-13       0.000000000000e+00       1.483631734364e-16       1.719085151525e-17      -3.429294969273e-19 
 2420       1.272739243181e-11       2.908871449751e-13      -5.227620805185e-13       0.000000000000e+00       1.480759014993e-16       1.730748272635e-17      -3.896722227000e-19 
 2421       1.268971963088e-11       2.903313580732e-13      -5.135696588885e-13       0.000000000000e+00       1.477892570176e-16       1.742390741765e-17      -4.352364701517e-19 
 2422       1.265166268929e-11       2.898348398125e-13      -5.044752335344e-13       0.000000000000e+00       1.475032386260e-16       1.754010512527e-17      -4.796774544029e-19 
 2423       1.261323139511e-11       2.893968682274e-13      -4.954807999316e-13       0.000000000000e+00       1.472178449481e-16       1.765605531971e-17      -5.230505805035e-19 
 2424       1.257443557076e-11       2.890167186003e-13      -4.865883594787e-13       0.000000000000e+00       1.469330745968e-16       1.777173740583e-17      -5.654114436305e-19 
 2425       1.253528507310e-11       2.886936634583e-13      -4.777999195036e-13       0.000000000000e+00       1.466489261742e-16       1.788713072273e-17      -6.068158292872e-19 
 2426       1.249578979341e-11       2.884269725707e-13      -4.691174932691e-13       0.000000000000e+00       1.463653982715e-16       1.800221454375e-17      -6.473197135018e-19 
 2427       1.245595965748e-11       2.882159129459e-13      -4.605430999793e-13       0.000000000000e+00       1.460824894688e-16       1.811696807634e-17      -6.869792630257e-19 
 2428       1.241580462558e-11       2.880597488283e-13      -4.520787647849e-13       0.000000000000e+00       1.458001983357e-16       1.823137046202e-17      -7.258508355322e-19 
 2429       1.237533469257e-11       2.879577416954e-13      -4.437265187892e-13       0.000000000000e+00       1.455185234305e-16       1.834540077632e-17      -7.639909798154e-19 
 2430       1.233455988790e-11       2.879091502548e-13      -4.354883990545e-13       0.000000000000e+00       1.452374633010e-16       1.845903802870e-17      -8.014564359885e-19 
 2431       1.229349027562e-11       2.879132304414e-13      -4.273664486070e-13       0.000000000000e+00       1.449570164836e-16       1.857226116251e-17      -8.383041356825e-19 
 2432       1.225213595448e-11       2.879692354142e-13      -4.193627164436e-13       0.000000000000e+00       1.446771815042e-16       1.868504905486e-17      -8.745912022449e-19 
 2433       1.221050705789e-11       2.880764155535e-13      -4.114792575372e-13       0.000000000000e+00       1.443979568773e-16       1.879738051663e-17      -9.103749509383e-19 
 2434       1.216861375403e-11       2.882340184580e-13      -4.037181328429e-13       0.000000000000e+00       1.441193411068e-16       1.890923429236e-17      -9.457128891389e-19 
 2435       1.212646624583e-11       2.884412889415e-13      -3.960814093035e-13       0.000000000000e+00       1.438413326854e-16       1.902058906017e-17      -9.806627165353e-19 
 2436       1.208407477104e-11       2.886974690302e-13      -3.885711598558e-13       0.000000000000e+00       1.435639300949e-16       1.913142343175e-17      -1.015282325327e-18 
 2437       1.204144960225e-11       2.890017979598e-13      -3.811894634360e-13       0.000000000000e+00       1.432871318059e-16       1.924171595223e-17      -1.049629800422e-18 
 2438       1.199860104693e-11       2.893535121724e-13      -3.739384049862e-13       0.000000000000e+00       1.430109362782e-16       1.935144510015e-17      -1.083763419639e-18 
 2439       1.195553944746e-11       2.897518453134e-13      -3.668200754595e-13       0.000000000000e+00       1.427353419605e-16       1.946058928738e-17      -1.117741653901e-18 
 2440       1.191227518119e-11       2.901960282288e-13      -3.598365718266e-13       0.000000000000e+00       1.424603472903e-16       1.956912685906e-17      -1.151623167437e-18 
 2441       1.186881866044e-11       2.906852889621e-13      -3.529899970810e-13       0.000000000000e+00       1.421859506941e-16       1.967703609354e-17      -1.185466817980e-18 
 2442       1.182518033257e-11       2.912188527515e-13      -3.462824602455e-13       0.000000000000e+00       1.419121505875e-16       1.978429520227e-17      -1.219331656967e-18 
 2443       1.178137067998e-11       2.917959420266e-13      -3.397160763776e-13       0.000000000000e+00       1.416389453746e-16       1.989088232980e-17      -1.253276929733e-18 
 2444       1.173740022018e-11       2.924157764056e-13      -3.332929665756e-13       0.000000000000e+00       1.413663334488e-16       1.999677555367e-17      -1.287362075717e-18 
 2445       1.169327950582e-11       2.930775726924e-13      -3.270152579844e-13       0.000000000000e+00       1.410943131921e-16       2.010195288435e-17      -1.321646728653e-18 
 2446       1.164901912470e-11       2.937805448738e-13      -3.208850838014e-13       0.000000000000e+00       1.408228829755e-16       2.020639226516e-17      -1.356190716773e-18 
 2447       1.160462969985e-11       2.945239041160e-13      -3.149045832823e-13       0.000000000000e+00       1.405520411588e-16       2.031007157225e-17      -1.391054063006e-18 
 2448       1.156012188952e-11       2.953068587622e-13      -3.090759017470e-13       0.000000000000e+00       1.402817860905e-16       2.041296861447e-17      -1.426296985174e-18 
 2449       1.151550638724e-11       2.961286143292e-13      -3.034011905856e-13       0.000000000000e+00       1.400121161082e-16       2.051506113336e-17      -1.461979896192e-18 
 2450       1.147079392186e-11       2.969883735049e-13      -2.978826072641e-13       0.000000000000e+00       1.397430295380e-16       2.061632680304e-17      -1.498163404267e-18 
 2451       1.142599525758e-11       2.978853361447e-13      -2.925223153303e-13       0.000000000000e+00       1.394745246951e-16       2.071674323017e-17      -1.534908313096e-18 
 2452       1.138112119399e-11       2.988186992693e-13      -2.873224844196e-13       0.000000000000e+00       1.392065998831e-16       2.081628795388e-17      -1.572275622063e-18 
 2453       1.133618256607e-11       2.997876570609e-13      -2.822852902612e-13       0.000000000000e+00       1.389392533947e-16       2.091493844568e-17      -1.610326526443e-18 
 2454       1.129119024431e-11       3.007914008610e-13      -2.774129146836e-13       0.000000000000e+00       1.386724835111e-16       2.101267210942e-17      -1.649122417595e-18 
 2455       1.124615480626e-11       3.018290927992e-13      -2.727070890610e-13       0.000000000000e+00       1.384062885963e-16       2.110947910959e-17      -1.688701843066e-18 
 2456       1.120108554929e-11       3.028997865147e-13      -2.681677216655e-13       0.000000000000e+00       1.381406673786e-16       2.120540093990e-17      -1.729011236353e-18 
 2457       1.115599147207e-11       3.040025059562e-13      -2.637942621396e-13       0.000000000000e+00       1.378756186707e-16       2.130049208462e-17      -1.769973774393e-18 
 2458       1.111088160244e-11       3.051362717032e-13      -2.595861573098e-13       0.000000000000e+00       1.376111412756e-16       2.139480721124e-17      -1.811512379884e-18 
 2459       1.106576499742e-11       3.063001009627e-13      -2.555428511824e-13       0.000000000000e+00       1.373472339871e-16       2.148840117069e-17      -1.853549721023e-18 
 2460       1.102065074328e-11       3.074930075653e-13      -2.516637849414e-13       0.000000000000e+00       1.370838955894e-16       2.158132899751e-17      -1.896008211249e-18 
 2461       1.097554795556e-11       3.087140019620e-13      -2.479483969442e-13       0.000000000000e+00       1.368211248569e-16       2.167364591003e-17      -1.938810008979e-18 
 2462       1.093046577907e-11       3.099620912208e-13      -2.443961227193e-13       0.000000000000e+00       1.365589205550e-16       2.176540731061e-17      -1.981877017353e-18 
 2463       1.088541338794e-11       3.112362790230e-13      -2.410063949626e-13       0.000000000000e+00       1.362972814392e-16       2.185666878576e-17      -2.025130883969e-18 
 2464       1.084039998568e-11       3.125355656597e-13      -2.377786435339e-13       0.000000000000e+00       1.360362062556e-16       2.194748610637e-17      -2.068493000626e-18 
 2465       1.079543480514e-11       3.138589480285e-13      -2.347122954546e-13       0.000000000000e+00       1.357756937406e-16       2.203791522789e-17      -2.111884503064e-18 
 2466       1.075052710860e-11       3.152054196298e-13      -2.318067749036e-13       0.000000000000e+00       1.355157426213e-16       2.212801229052e-17      -2.155226270704e-18 
 2467       1.070568618777e-11       3.165739705634e-13      -2.290615032144e-13       0.000000000000e+00       1.352563516149e-16       2.221783361939e-17      -2.198438926387e-18 
 2468       1.066092136385e-11       3.179635875252e-13      -2.264758988720e-13       0.000000000000e+00       1.349975194293e-16       2.230743572476e-17      -2.241442836115e-18 
 2469       1.061624198750e-11       3.193732538034e-13      -2.240493775095e-13       0.000000000000e+00       1.347392447626e-16       2.239687530219e-17      -2.284158108790e-18 
 2470       1.057165743894e-11       3.208019492750e-13      -2.217813519051e-13       0.000000000000e+00       1.344815263033e-16       2.248620923275e-17      -2.326504595956e-18 
 2471       1.052717712793e-11       3.222486504027e-13      -2.196712319787e-13       0.000000000000e+00       1.342243627305e-16       2.257549458321e-17      -2.368401891537e-18 
 2472       1.048281049383e-11       3.237123302309e-13      -2.177184247885e-13       0.000000000000e+00       1.339677527133e-16       2.266478860620e-17      -2.409769331578e-18 
 2473       1.043856700559e-11       3.251919583827e-13      -2.159223345282e-13       0.000000000000e+00       1.337116949114e-16       2.275414874042e-17      -2.450525993987e-18 
 2474       1.039445616183e-11       3.266865010560e-13      -2.142823625237e-13       0.000000000000e+00       1.334561879748e-16       2.284363261083e-17      -2.490590698270e-18 
 2475       1.035048749084e-11       3.281949210204e-13      -2.127979072296e-13       0.000000000000e+00       1.332012305438e-16       2.293329802883e-17      -2.529882005276e-18 
 2476       1.030667055060e-11       3.297161776131e-13      -2.114683642261e-13       0.000000000000e+00       1.329468212490e-16       2.302320299245e-17      -2.568318216935e-18 
 2477       1.026301492885e-11       3.312492267362e-13      -2.102931262160e-13       0.000000000000e+00       1.326929587113e-16       2.311340568655e-17      -2.605817375998e-18 
 2478       1.021953024307e-11       3.327930208526e-13      -2.092715830214e-13       0.000000000000e+00       1.324396415419e-16       2.320396448298e-17      -2.642297265779e-18 
 2479       1.017622614055e-11       3.343465089828e-13      -2.084031215800e-13       0.000000000000e+00       1.321868683423e-16       2.329493794080e-17      -2.677675409891e-18 
 2480       1.013311229838e-11       3.359086367012e-13      -2.076871259428e-13       0.000000000000e+00       1.319346377043e-16       2.338638480646e-17      -2.711869071990e-18 
 2481       1.009019842354e-11       3.374783461329e-13      -2.071229772699e-13       0.000000000000e+00       1.316829482098e-16       2.347836401397e-17      -2.744795255512e-18 
 2482       1.004749425285e-11       3.390545759501e-13      -2.067100538282e-13       0.000000000000e+00       1.314317984310e-16       2.357093468511e-17      -2.776370703418e-18 
 2483       1.000500955307e-11       3.406362613682e-13      -2.064477309873e-13       0.000000000000e+00       1.311811869305e-16       2.366415612960e-17      -2.806511897926e-18 
 2484       9.962754120888e-12       3.422223341430e-13      -2.063353812171e-13       0.000000000000e+00       1.309311122610e-16       2.375808784532e-17      -2.835135060261e-18 
 2485       9.920737782970e-12       3.438117225668e-13      -2.063723740839e-13       0.000000000000e+00       1.306815729653e-16       2.385278951846e-17      -2.862156150386e-18 
 2486       9.878970395978e-12       3.454033514650e-13      -2.065580762476e-13       0.000000000000e+00       1.304325675765e-16       2.394832102373e-17      -2.887490866746e-18 
 2487       9.837461846605e-12       3.469961421925e-13      -2.068918514585e-13       0.000000000000e+00       1.301840946179e-16       2.404474242455e-17      -2.911054646011e-18 
 2488       9.796222051603e-12       3.485890126303e-13      -2.073730605537e-13       0.000000000000e+00       1.299361526030e-16       2.414211397323e-17      -2.932762662810e-18 
 2489       9.755260957813e-12       3.501808771822e-13      -2.080010614544e-13       0.000000000000e+00       1.296887400353e-16       2.424049611115e-17      -2.952529829475e-18 
 2490       9.714588542194e-12       3.517706467709e-13      -2.087752091621e-13       0.000000000000e+00       1.294418554086e-16       2.433994946897e-17      -2.970270795782e-18 
 2491       9.674214811855e-12       3.533572288348e-13      -2.096948557559e-13       0.000000000000e+00       1.291954972067e-16       2.444053486681e-17      -2.985899948686e-18 
 2492       9.634149804080e-12       3.549395273245e-13      -2.107593503891e-13       0.000000000000e+00       1.289496639037e-16       2.454231331444e-17      -2.999331412067e-18 
 2493       9.594403586362e-12       3.565164426992e-13      -2.119680392860e-13       0.000000000000e+00       1.287043539637e-16       2.464534601145e-17      -3.010479046466e-18 
 2494       9.554985153044e-12       3.580869419920e-13      -2.133199918048e-13       0.000000000000e+00       1.284595659238e-16       2.474966747031e-17      -3.019287754071e-18 
 2495       9.515899108112e-12       3.596502694617e-13      -2.148131768772e-13       0.000000000000e+00       1.282152986435e-16       2.485520471257e-17      -3.025827595030e-18 
 2496       9.477148962985e-12       3.612057371710e-13      -2.164452817272e-13       0.000000000000e+00       1.279715510566e-16       2.496185759864e-17      -3.030200223185e-18 
 2497       9.438738238143e-12       3.627526550275e-13      -2.182139853574e-13       0.000000000000e+00       1.277283220887e-16       2.506952566150e-17      -3.032507631355e-18 
 2498       9.400670463133e-12       3.642903307819e-13      -2.201169585405e-13       0.000000000000e+00       1.274856106570e-16       2.517810810637e-17      -3.032852151676e-18 
 2499       9.362949176580e-12       3.658180700258e-13      -2.221518638107e-13       0.000000000000e+00       1.272434156704e-16       2.528750381040e-17      -3.031336455947e-18 
 2500       9.325577926190e-12       3.673351761894e-13      -2.243163554552e-13       0.000000000000e+00       1.270017360293e-16       2.539761132233e-17      -3.028063555971e-18 
 2501       9.288560268765e-12       3.688409505396e-13      -2.266080795055e-13       0.000000000000e+00       1.267605706258e-16       2.550832886216e-17      -3.023136803903e-18 
 2502       9.251899770208e-12       3.703346921776e-13      -2.290246737295e-13       0.000000000000e+00       1.265199183436e-16       2.561955432082e-17      -3.016659892591e-18 
 2503       9.215600005530e-12       3.718156980369e-13      -2.315637676224e-13       0.000000000000e+00       1.262797780581e-16       2.573118525983e-17      -3.008736855919e-18 
 2504       9.179664558860e-12       3.732832628814e-13      -2.342229823985e-13       0.000000000000e+00       1.260401486360e-16       2.584311891099e-17      -2.999472069153e-18 
 2505       9.144097023454e-12       3.747366793028e-13      -2.369999309824e-13       0.000000000000e+00       1.258010289360e-16       2.595525217605e-17      -2.988970249284e-18 
 2506       9.108901001702e-12       3.761752377186e-13      -2.398922180012e-13       0.000000000000e+00       1.255624178080e-16       2.606748162636e-17      -2.977336455370e-18 
 2507       9.074080105135e-12       3.775982263703e-13      -2.428974397749e-13       0.000000000000e+00       1.253243140936e-16       2.617970350256e-17      -2.964676088884e-18 
 2508       9.039637954437e-12       3.790049313208e-13      -2.460131843091e-13       0.000000000000e+00       1.250867166259e-16       2.629181371422e-17      -2.951094894054e-18 
 2509       9.005578179451e-12       3.803946364525e-13      -2.492370312855e-13       0.000000000000e+00       1.248496242297e-16       2.640370783955e-17      -2.936698958206e-18 
 2510       8.971904419186e-12       3.817666234652e-13      -2.525665520540e-13       0.000000000000e+00       1.246130357211e-16       2.651528112505e-17      -2.921594712113e-18 
 2511       8.938620321827e-12       3.831201718737e-13      -2.559993096240e-13       0.000000000000e+00       1.243769499079e-16       2.662642848519e-17      -2.905888930332e-18 
 2512       8.905729544745e-12       3.844545590062e-13      -2.595328586560e-13       0.000000000000e+00       1.241413655893e-16       2.673704450204e-17      -2.889688731555e-18 
 2513       8.873235754501e-12       3.857690600013e-13      -2.631647454529e-13       0.000000000000e+00       1.239062815559e-16       2.684702342501e-17      -2.873101578947e-18 
 2514       8.841142626858e-12       3.870629478068e-13      -2.668925079515e-13       0.000000000000e+00       1.236716965901e-16       2.695625917045e-17      -2.856235280491e-18 
 2515       8.809453846788e-12       3.883354931770e-13      -2.707136757145e-13       0.000000000000e+00       1.234376094654e-16       2.706464532139e-17      -2.839197989335e-18 
 2516       8.778173108478e-12       3.895859646704e-13      -2.746257699214e-13       0.000000000000e+00       1.232040189470e-16       2.717207512712e-17      -2.822098204131e-18 
 2517       8.747304115344e-12       3.908136286484e-13      -2.786263033600e-13       0.000000000000e+00       1.229709237916e-16       2.727844150296e-17      -2.805044769382e-18 
 2518       8.716850580033e-12       3.920177492720e-13      -2.827127804185e-13       0.000000000000e+00       1.227383227471e-16       2.738363702987e-17      -2.788146875786e-18 
 2519       8.686816224436e-12       3.931975885007e-13      -2.868826970763e-13       0.000000000000e+00       1.225062145530e-16       2.748755395410e-17      -2.771514060578e-18 
 2520       8.657204779692e-12       3.943524060898e-13      -2.911335408962e-13       0.000000000000e+00       1.222745979403e-16       2.759008418695e-17      -2.755256207874e-18 
 2521       8.628019986201e-12       3.954814595884e-13      -2.954627910151e-13       0.000000000000e+00       1.220434716311e-16       2.769111930433e-17      -2.739483549016e-18 
 2522       8.599265593628e-12       3.965840043371e-13      -2.998679181363e-13       0.000000000000e+00       1.218128343393e-16       2.779055054651e-17      -2.724306662915e-18 
 2523       8.570945360916e-12       3.976592934662e-13      -3.043463845202e-13       0.000000000000e+00       1.215826847700e-16       2.788826881776e-17      -2.709836476394e-18 
 2524       8.543063056288e-12       3.987065778933e-13      -3.088956439766e-13       0.000000000000e+00       1.213530216195e-16       2.798416468603e-17      -2.696184264533e-18 
 2525       8.515622457261e-12       3.997251063212e-13      -3.135131418556e-13       0.000000000000e+00       1.211238435759e-16       2.807812838259e-17      -2.683461651015e-18 
 2526       8.488627350653e-12       4.007141252358e-13      -3.181963150394e-13       0.000000000000e+00       1.208951493182e-16       2.817004980174e-17      -2.671780608463e-18 
 2527       8.462081532587e-12       4.016728789041e-13      -3.229425919337e-13       0.000000000000e+00       1.206669375170e-16       2.825981850047e-17      -2.661253458790e-18 
 2528       8.435988808505e-12       4.026006093716e-13      -3.277493924593e-13       0.000000000000e+00       1.204392068343e-16       2.834732369811e-17      -2.651992873542e-18 
 2529       8.410352993175e-12       4.034965564607e-13      -3.326141280434e-13       0.000000000000e+00       1.202119559233e-16       2.843245427601e-17      -2.644111874238e-18 
 2530       8.385177910696e-12       4.043599577683e-13      -3.375342016112e-13       0.000000000000e+00       1.199851834285e-16       2.851509877724e-17      -2.637723832718e-18 
 2531       8.360467394509e-12       4.051900486637e-13      -3.425070075776e-13       0.000000000000e+00       1.197588879857e-16       2.859514540620e-17      -2.632942471484e-18 
 2532       8.336225287407e-12       4.059860622865e-13      -3.475299318383e-13       0.000000000000e+00       1.195330682223e-16       2.867248202835e-17      -2.629881864048e-18 
 2533       8.312454307963e-12       4.067473417850e-13      -3.526003715940e-13       0.000000000000e+00       1.193077228298e-16       2.874701929646e-17      -2.628623084808e-18 
 2534       8.289152642661e-12       4.074736777458e-13      -3.577157949646e-13       0.000000000000e+00       1.190828507850e-16       2.881876017621e-17      -2.629113947361e-18 
 2535       8.266317334085e-12       4.081649727107e-13      -3.628736817023e-13       0.000000000000e+00       1.188584511304e-16       2.888773082187e-17      -2.631268687278e-18 
 2536       8.243945412690e-12       4.088211291132e-13      -3.680715033829e-13       0.000000000000e+00       1.186345229013e-16       2.895395748626e-17      -2.635001259656e-18 
 2537       8.222033896789e-12       4.094420492782e-13      -3.733067233973e-13       0.000000000000e+00       1.184110651255e-16       2.901746652089e-17      -2.640225338831e-18 
 2538       8.200579792546e-12       4.100276354222e-13      -3.785767969436e-13       0.000000000000e+00       1.181880768233e-16       2.907828437603e-17      -2.646854318105e-18 
 2539       8.179580093953e-12       4.105777896530e-13      -3.838791710187e-13       0.000000000000e+00       1.179655570080e-16       2.913643760081e-17      -2.654801309461e-18 
 2540       8.159031782827e-12       4.110924139700e-13      -3.892112844105e-13       0.000000000000e+00       1.177435046852e-16       2.919195284336e-17      -2.663979143288e-18 
 2541       8.138931828790e-12       4.115714102640e-13      -3.945705676896e-13       0.000000000000e+00       1.175219188532e-16       2.924485685088e-17      -2.674300368096e-18 
