# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  409       2.253783131517e-10       2.825147184336e-12      -2.410628246722e-12       0.000000000000e+00       1.559104038304e-13       1.665574147185e-14       1.926479983786e-15 
  410       2.253245803866e-10       2.817332835068e-12      -2.646047548467e-12       0.000000000000e+00       1.546249501815e-13       1.633778462514e-14       1.914829890253e-15 
  411       2.253207853518e-10       2.809019094959e-12      -2.879320179955e-12       0.000000000000e+00       1.533531685623e-13       1.602484717499e-14       1.903079002719e-15 
  412       2.253662716654e-10       2.800209769910e-12      -3.110347746726e-12       0.000000000000e+00       1.520948832911e-13       1.571683890576e-14       1.891228738030e-15 
  413       2.254603585567e-10       2.790908823145e-12      -3.339030715469e-12       0.000000000000e+00       1.508499099320e-13       1.541366627291e-14       1.879280537718e-15 
  414       2.256023406936e-10       2.781120376310e-12      -3.565268409003e-12       0.000000000000e+00       1.496180552279e-13       1.511523237903e-14       1.867235868122e-15 
  415       2.257914880096e-10       2.770848710555e-12      -3.788959001249e-12       0.000000000000e+00       1.483991170342e-13       1.482143695006e-14       1.855096220497e-15 
  416       2.260270455310e-10       2.760098267629e-12      -4.009999512207e-12       0.000000000000e+00       1.471928842522e-13       1.453217631127e-14       1.842863111132e-15 
  417       2.263082332048e-10       2.748873650972e-12      -4.228285802931e-12       0.000000000000e+00       1.459991367622e-13       1.424734336350e-14       1.830538081463e-15 
  418       2.266342457250e-10       2.737179626801e-12      -4.443712570503e-12       0.000000000000e+00       1.448176453571e-13       1.396682755915e-14       1.818122698187e-15 
  419       2.270042523608e-10       2.725021125204e-12      -4.656173343010e-12       0.000000000000e+00       1.436481716755e-13       1.369051487839e-14       1.805618553378e-15 
  420       2.274173967831e-10       2.712403241230e-12      -4.865560474521e-12       0.000000000000e+00       1.424904681355e-13       1.341828780520e-14       1.793027264598e-15 
  421       2.278727968922e-10       2.699331235977e-12      -5.071765140057e-12       0.000000000000e+00       1.413442778677e-13       1.315002530351e-14       1.780350475015e-15 
  422       2.283695446450e-10       2.685810537686e-12      -5.274677330572e-12       0.000000000000e+00       1.402093346486e-13       1.288560279332e-14       1.767589853515e-15 
  423       2.289067058822e-10       2.671846742829e-12      -5.474185847926e-12       0.000000000000e+00       1.390853628343e-13       1.262489212676e-14       1.754747094819e-15 
  424       2.294833201554e-10       2.657445617202e-12      -5.670178299860e-12       0.000000000000e+00       1.379720772935e-13       1.236776156426e-14       1.741823919594e-15 
  425       2.300984005549e-10       2.642613097011e-12      -5.862541094970e-12       0.000000000000e+00       1.368691833409e-13       1.211407575064e-14       1.728822074569e-15 
  426       2.307509335363e-10       2.627355289967e-12      -6.051159437689e-12       0.000000000000e+00       1.357763766709e-13       1.186369569118e-14       1.715743332650e-15 
  427       2.314399600378e-10       2.611678691465e-12      -6.235931228880e-12       0.000000000000e+00       1.346933960225e-13       1.161650474653e-14       1.702589428935e-15 
  428       2.321648222230e-10       2.595590838997e-12      -6.416809298758e-12       0.000000000000e+00       1.336201832850e-13       1.137248763987e-14       1.689361866130e-15 
  429       2.329249247928e-10       2.579099682148e-12      -6.593760600932e-12       0.000000000000e+00       1.325567287085e-13       1.113165409075e-14       1.676062102739e-15 
  430       2.337196543356e-10       2.562213370743e-12      -6.766752440687e-12       0.000000000000e+00       1.315030186323e-13       1.089401303235e-14       1.662691616635e-15 
  431       2.345483792078e-10       2.544940256081e-12      -6.935752479096e-12       0.000000000000e+00       1.304590354527e-13       1.065957260475e-14       1.649251905132e-15 
  432       2.354104494143e-10       2.527288892166e-12      -7.100728737118e-12       0.000000000000e+00       1.294247575913e-13       1.042834014806e-14       1.635744485058e-15 
  433       2.363051964894e-10       2.509268036941e-12      -7.261649599713e-12       0.000000000000e+00       1.284001594627e-13       1.020032219566e-14       1.622170892828e-15 
  434       2.372319333771e-10       2.490886653514e-12      -7.418483819941e-12       0.000000000000e+00       1.273852114428e-13       9.975524467371e-15       1.608532684516e-15 
  435       2.381899543120e-10       2.472153911397e-12      -7.571200523070e-12       0.000000000000e+00       1.263798798365e-13       9.753951862644e-15       1.594831435925e-15 
  436       2.391785346998e-10       2.453079187731e-12      -7.719769210685e-12       0.000000000000e+00       1.253841268457e-13       9.535608453778e-15       1.581068742662e-15 
  437       2.401969309982e-10       2.433672068522e-12      -7.864159764788e-12       0.000000000000e+00       1.243979105376e-13       9.320497479092e-15       1.567246220210e-15 
  438       2.412443805969e-10       2.413942349874e-12      -8.004342451911e-12       0.000000000000e+00       1.234211848125e-13       9.108621336127e-15       1.553365503999e-15 
  439       2.423201016992e-10       2.393900039214e-12      -8.140287927217e-12       0.000000000000e+00       1.224538993715e-13       8.899981574841e-15       1.539428249478e-15 
  440       2.434232932018e-10       2.373555356530e-12      -8.271967238606e-12       0.000000000000e+00       1.214959996852e-13       8.694578890798e-15       1.525436132190e-15 
  441       2.445531345756e-10       2.352918735602e-12      -8.399351830824e-12       0.000000000000e+00       1.205474269610e-13       8.492413118365e-15       1.511390847842e-15 
  442       2.457087857469e-10       2.332000825232e-12      -8.522413549568e-12       0.000000000000e+00       1.196081181115e-13       8.293483223906e-15       1.497294112376e-15 
  443       2.468893869773e-10       2.310812490474e-12      -8.641124645590e-12       0.000000000000e+00       1.186780057223e-13       8.097787298976e-15       1.483147662045e-15 
  444       2.480940587447e-10       2.289364813870e-12      -8.755457778805e-12       0.000000000000e+00       1.177570180201e-13       7.905322553511e-15       1.468953253483e-15 
  445       2.493219016241e-10       2.267669096679e-12      -8.865386022397e-12       0.000000000000e+00       1.168450788407e-13       7.716085309028e-15       1.454712663776e-15 
  446       2.505719961677e-10       2.245736860111e-12      -8.970882866924e-12       0.000000000000e+00       1.159421075969e-13       7.530070991814e-15       1.440427690537e-15 
  447       2.518434027861e-10       2.223579846554e-12      -9.071922224424e-12       0.000000000000e+00       1.150480192466e-13       7.347274126119e-15       1.426100151978e-15 
  448       2.531351616287e-10       2.201210020812e-12      -9.168478432521e-12       0.000000000000e+00       1.141627242607e-13       7.167688327356e-15       1.411731886980e-15 
  449       2.544462924642e-10       2.178639571332e-12      -9.260526258534e-12       0.000000000000e+00       1.132861285911e-13       6.991306295288e-15       1.397324755167e-15 
  450       2.557757945617e-10       2.155880911437e-12      -9.348040903577e-12       0.000000000000e+00       1.124181336389e-13       6.818119807226e-15       1.382880636979e-15 
  451       2.571226465705e-10       2.132946680560e-12      -9.430998006670e-12       0.000000000000e+00       1.115586362219e-13       6.648119711221e-15       1.368401433741e-15 
  452       2.584858064018e-10       2.109849745471e-12      -9.509373648844e-12       0.000000000000e+00       1.107075285434e-13       6.481295919257e-15       1.353889067739e-15 
  453       2.598642111085e-10       2.086603201515e-12      -9.583144357246e-12       0.000000000000e+00       1.098646981592e-13       6.317637400449e-15       1.339345482290e-15 
  454       2.612567767662e-10       2.063220373836e-12      -9.652287109244e-12       0.000000000000e+00       1.090300279465e-13       6.157132174230e-15       1.324772641817e-15 
  455       2.626623983536e-10       2.039714818617e-12      -9.716779336537e-12       0.000000000000e+00       1.082033960713e-13       5.999767303552e-15       1.310172531918e-15 
  456       2.640799496337e-10       2.016100324305e-12      -9.776598929255e-12       0.000000000000e+00       1.073846759568e-13       5.845528888074e-15       1.295547159438e-15 
  457       2.655082830338e-10       1.992390912848e-12      -9.831724240072e-12       0.000000000000e+00       1.065737362508e-13       5.694402057359e-15       1.280898552545e-15 
  458       2.669462295262e-10       1.968600840921e-12      -9.882134088306e-12       0.000000000000e+00       1.057704407946e-13       5.546370964067e-15       1.266228760799e-15 
  459       2.683925985095e-10       1.944744601164e-12      -9.927807764027e-12       0.000000000000e+00       1.049746485901e-13       5.401418777148e-15       1.251539855228e-15 
  460       2.698461776883e-10       1.920836923409e-12      -9.968725032165e-12       0.000000000000e+00       1.041862137683e-13       5.259527675038e-15       1.236833928393e-15 
  461       2.713057329545e-10       1.896892775914e-12      -1.000486613661e-11       0.000000000000e+00       1.034049855571e-13       5.120678838851e-15       1.222113094470e-15 
  462       2.727700082678e-10       1.872927366592e-12      -1.003621180434e-11       0.000000000000e+00       1.026308082496e-13       4.984852445571e-15       1.207379489314e-15 
  463       2.742377255362e-10       1.848956144249e-12      -1.006274324948e-11       0.000000000000e+00       1.018635211716e-13       4.852027661251e-15       1.192635270534e-15 
  464       2.757075844966e-10       1.824994799808e-12      -1.008444217745e-11       0.000000000000e+00       1.011029586500e-13       4.722182634201e-15       1.177882617570e-15 
  465       2.771782625958e-10       1.801059267546e-12      -1.010129078908e-11       0.000000000000e+00       1.003489499805e-13       4.595294488187e-15       1.163123731756e-15 
  466       2.786485532260e-10       1.777164690950e-12      -1.011327981195e-11       0.000000000000e+00       9.960134799937e-14       4.471340079164e-15       1.148360650119e-15 
  467       2.801177854222e-10       1.753322282283e-12      -1.012043286207e-11       0.000000000000e+00       9.886011584322e-14       4.350298305326e-15       1.133594680206e-15 
  468       2.815854170244e-10       1.729542367463e-12      -1.012278285038e-11       0.000000000000e+00       9.812524283297e-14       4.232147855729e-15       1.118826947762e-15 
  469       2.830508974624e-10       1.705835413241e-12      -1.012036403267e-11       0.000000000000e+00       9.739671609877e-14       4.116866446897e-15       1.104058581389e-15 
  470       2.845136677136e-10       1.682212027860e-12      -1.011321201812e-11       0.000000000000e+00       9.667452056385e-14       4.004430816432e-15       1.089290712517e-15 
  471       2.859731602592e-10       1.658682961720e-12      -1.010136377783e-11       0.000000000000e+00       9.595863892821e-14       3.894816716635e-15       1.074524475369e-15 
  472       2.874287990414e-10       1.635259108030e-12      -1.008485765335e-11       0.000000000000e+00       9.524905165246e-14       3.787998908118e-15       1.059761006934e-15 
  473       2.888799994204e-10       1.611951503480e-12      -1.006373336521e-11       0.000000000000e+00       9.454573694155e-14       3.683951153417e-15       1.045001446937e-15 
  474       2.903261681311e-10       1.588771328891e-12      -1.003803202147e-11       0.000000000000e+00       9.384867072854e-14       3.582646210610e-15       1.030246937807e-15 
  475       2.917667032404e-10       1.565729909886e-12      -1.000779612623e-11       0.000000000000e+00       9.315782665835e-14       3.484055826930e-15       1.015498624645e-15 
  476       2.932009941037e-10       1.542838717541e-12      -9.973069588184e-12       0.000000000000e+00       9.247317607159e-14       3.388150732380e-15       1.000757655198e-15 
  477       2.946284213222e-10       1.520109369055e-12      -9.933897729118e-12       0.000000000000e+00       9.179468798824e-14       3.294900633348e-15       9.860251798250e-16 
  478       2.960483566995e-10       1.497553628402e-12      -9.890327292482e-12       0.000000000000e+00       9.112232909148e-14       3.204274206222e-15       9.713023514671e-16 
  479       2.974601631987e-10       1.475183407000e-12      -9.842406451899e-12       0.000000000000e+00       9.045606371144e-14       3.116239091005e-15       9.565903256182e-16 
  480       2.988631948995e-10       1.453010764366e-12      -9.790184819703e-12       0.000000000000e+00       8.979585380895e-14       3.030761884929e-15       9.418902602937e-16 
  481       3.002567969549e-10       1.431047908779e-12      -9.733713455474e-12       0.000000000000e+00       8.914165895933e-14       2.947808136071e-15       9.272033160002e-16 
  482       3.016403055479e-10       1.409307197940e-12      -9.673044874564e-12       0.000000000000e+00       8.849343633613e-14       2.867342336966e-15       9.125306557054e-16 
  483       3.030130478491e-10       1.387801139636e-12      -9.608233056637e-12       0.000000000000e+00       8.785114069495e-14       2.789327918225e-15       8.978734448071e-16 
  484       3.043743419730e-10       1.366542392396e-12      -9.539333454196e-12       0.000000000000e+00       8.721472435712e-14       2.713727242146e-15       8.832328511030e-16 
  485       3.057234969352e-10       1.345543766154e-12      -9.466403001116e-12       0.000000000000e+00       8.658413719356e-14       2.640501596330e-15       8.686100447607e-16 
  486       3.070598126093e-10       1.324818222911e-12      -9.389500121180e-12       0.000000000000e+00       8.595932660847e-14       2.569611187300e-15       8.540061982864e-16 
  487       3.083825796839e-10       1.304378877394e-12      -9.308684736605e-12       0.000000000000e+00       8.534023752316e-14       2.501015134107e-15       8.394224864951e-16 
  488       3.096910796194e-10       1.284238997718e-12      -9.224018276582e-12       0.000000000000e+00       8.472681235976e-14       2.434671461955e-15       8.248600864800e-16 
  489       3.109845846049e-10       1.264412006046e-12      -9.135563685801e-12       0.000000000000e+00       8.411899102504e-14       2.370537095808e-15       8.103201775820e-16 
  490       3.122623575152e-10       1.244911479249e-12      -9.043385432990e-12       0.000000000000e+00       8.351671089412e-14       2.308567854009e-15       7.958039413593e-16 
  491       3.135236518680e-10       1.225751149571e-12      -8.947549519441e-12       0.000000000000e+00       8.291990679429e-14       2.248718441893e-15       7.813125615570e-16 
  492       3.147677117803e-10       1.206944905283e-12      -8.848123487548e-12       0.000000000000e+00       8.232851098875e-14       2.190942445403e-15       7.668472240764e-16 
  493       3.159937719256e-10       1.188506791351e-12      -8.745176429336e-12       0.000000000000e+00       8.174245316037e-14       2.135192324702e-15       7.524091169449e-16 
  494       3.172010574910e-10       1.170451010090e-12      -8.638778994995e-12       0.000000000000e+00       8.116166039548e-14       2.081419407793e-15       7.379994302856e-16 
  495       3.183887841339e-10       1.152791921831e-12      -8.529003401409e-12       0.000000000000e+00       8.058605716761e-14       2.029573884129e-15       7.236193562863e-16 
  496       3.195561579388e-10       1.135544045578e-12      -8.415923440695e-12       0.000000000000e+00       8.001556532128e-14       1.979604798231e-15       7.092700891697e-16 
  497       3.207023753746e-10       1.118722059670e-12      -8.299614488727e-12       0.000000000000e+00       7.945010405576e-14       1.931460043300e-15       6.949528251627e-16 
  498       3.218266232513e-10       1.102340802440e-12      -8.180153513677e-12       0.000000000000e+00       7.888958990883e-14       1.885086354834e-15       6.806687624657e-16 
  499       3.229280786769e-10       1.086415272880e-12      -8.057619084541e-12       0.000000000000e+00       7.833393674054e-14       1.840429304243e-15       6.664191012228e-16 
  500       3.240059090146e-10       1.070960631297e-12      -7.932091379672e-12       0.000000000000e+00       7.778305571701e-14       1.797433292460e-15       6.522050434907e-16 
  501       3.250592718393e-10       1.055992199978e-12      -7.803652195316e-12       0.000000000000e+00       7.723685529416e-14       1.756041543562e-15       6.380277932084e-16 
  502       3.260873148948e-10       1.041525463847e-12      -7.672384954142e-12       0.000000000000e+00       7.669524120148e-14       1.716196098381e-15       6.238885561673e-16 
  503       3.270891760507e-10       1.027576071129e-12      -7.538374713773e-12       0.000000000000e+00       7.615811642583e-14       1.677837808118e-15       6.097885399801e-16 
  504       3.280639832595e-10       1.014159834009e-12      -7.401708175323e-12       0.000000000000e+00       7.562538119517e-14       1.640906327960e-15       5.957289540504e-16 
  505       3.290109815378e-10       1.001290871574e-12      -7.262470972236e-12       0.000000000000e+00       7.509694908342e-14       1.605349008866e-15       5.817109877028e-16 
  506       3.299299180233e-10       9.889759784547e-13      -7.120739433598e-12       0.000000000000e+00       7.457279586822e-14       1.571147867621e-15       5.677357439398e-16 
  507       3.308206679259e-10       9.772200952516e-13      -6.976588600354e-12       0.000000000000e+00       7.405291204870e-14       1.538293381180e-15       5.538043037162e-16 
  508       3.316831085235e-10       9.660281513728e-13      -6.830094930777e-12       0.000000000000e+00       7.353728684308e-14       1.506775656556e-15       5.399177475658e-16 
  509       3.325171191780e-10       9.554050648215e-13      -6.681336307715e-12       0.000000000000e+00       7.302590817999e-14       1.476584428620e-15       5.260771555608e-16 
  510       3.333225813520e-10       9.453557419847e-13      -6.530392045855e-12       0.000000000000e+00       7.251876268983e-14       1.447709057891e-15       5.122836072712e-16 
  511       3.340993786255e-10       9.358850774217e-13      -6.377342898972e-12       0.000000000000e+00       7.201583569608e-14       1.420138528330e-15       4.985381817240e-16 
  512       3.348473967125e-10       9.269979536524e-13      -6.222271067185e-12       0.000000000000e+00       7.151711120665e-14       1.393861445133e-15       4.848419573624e-16 
  513       3.355665234774e-10       9.186992409457e-13      -6.065260204215e-12       0.000000000000e+00       7.102257190522e-14       1.368866032525e-15       4.711960120051e-16 
  514       3.362566489517e-10       9.109937971081e-13      -5.906395424638e-12       0.000000000000e+00       7.053219914257e-14       1.345140131554e-15       4.576014228059e-16 
  515       3.369176653506e-10       9.038864672716e-13      -5.745763311141e-12       0.000000000000e+00       7.004597292793e-14       1.322671197886e-15       4.440592662127e-16 
  516       3.375494670895e-10       8.973820836827e-13      -5.583451921776e-12       0.000000000000e+00       6.956387192031e-14       1.301446299592e-15       4.305706179270e-16 
  517       3.381519508006e-10       8.914854654905e-13      -5.419550797216e-12       0.000000000000e+00       6.908587341982e-14       1.281452114951e-15       4.171365528629e-16 
  518       3.387250153496e-10       8.862014185351e-13      -5.254150968012e-12       0.000000000000e+00       6.861195335905e-14       1.262674930236e-15       4.037581451069e-16 
  519       3.392685618520e-10       8.815347351361e-13      -5.087344961843e-12       0.000000000000e+00       6.814208629435e-14       1.245100637511e-15       3.904364678766e-16 
  520       3.397824936902e-10       8.774901938808e-13      -4.919226810777e-12       0.000000000000e+00       6.767624539723e-14       1.228714732423e-15       3.771725934805e-16 
  521       3.402667165294e-10       8.740725594130e-13      -4.749892058522e-12       0.000000000000e+00       6.721440244565e-14       1.213502311997e-15       3.639675932770e-16 
  522       3.407211383347e-10       8.712865822210e-13      -4.579437767685e-12       0.000000000000e+00       6.675652781537e-14       1.199448072428e-15       3.508225376340e-16 
  523       3.411456693876e-10       8.691369984261e-13      -4.407962527023e-12       0.000000000000e+00       6.630259047129e-14       1.186536306876e-15       3.377384958879e-16 
  524       3.415402223023e-10       8.676285295713e-13      -4.235566458701e-12       0.000000000000e+00       6.585255795881e-14       1.174750903258e-15       3.247165363028e-16 
  525       3.419047120426e-10       8.667658824092e-13      -4.062351225545e-12       0.000000000000e+00       6.540639639511e-14       1.164075342042e-15       3.117577260304e-16 
  526       3.422390559383e-10       8.665537486910e-13      -3.888420038300e-12       0.000000000000e+00       6.496407046056e-14       1.154492694041e-15       2.988631310686e-16 
  527       3.425431737018e-10       8.669968049542e-13      -3.713877662883e-12       0.000000000000e+00       6.452554339000e-14       1.145985618208e-15       2.860338162214e-16 
  528       3.428169874449e-10       8.680997123116e-13      -3.538830427639e-12       0.000000000000e+00       6.409077696409e-14       1.138536359425e-15       2.732708450578e-16 
  529       3.430604216950e-10       8.698671162394e-13      -3.363386230596e-12       0.000000000000e+00       6.365973150068e-14       1.132126746301e-15       2.605752798710e-16 
  530       3.432734034120e-10       8.723036463659e-13      -3.187654546720e-12       0.000000000000e+00       6.323236584610e-14       1.126738188963e-15       2.479481816383e-16 
  531       3.434558620048e-10       8.754139162594e-13      -3.011746435169e-12       0.000000000000e+00       6.280863736652e-14       1.122351676850e-15       2.353906099799e-16 
  532       3.436077293476e-10       8.792025232170e-13      -2.835774546552e-12       0.000000000000e+00       6.238850193931e-14       1.118947776509e-15       2.229036231181e-16 
  533       3.437289397969e-10       8.836740480530e-13      -2.659853130181e-12       0.000000000000e+00       6.197191394434e-14       1.116506629384e-15       2.104882778372e-16 
  534       3.438194302081e-10       8.888330548871e-13      -2.484098041324e-12       0.000000000000e+00       6.155882625532e-14       1.115007949612e-15       1.981456294422e-16 
  535       3.438791399515e-10       8.946840909329e-13      -2.308626748466e-12       0.000000000000e+00       6.114919023116e-14       1.114431021818e-15       1.858767317183e-16 
  536       3.439080109296e-10       9.012316862863e-13      -2.133558340561e-12       0.000000000000e+00       6.074295570731e-14       1.114754698904e-15       1.736826368904e-16 
  537       3.439059875932e-10       9.084803537141e-13      -1.959013534285e-12       0.000000000000e+00       6.034007098706e-14       1.115957399849e-15       1.615643955821e-16 
  538       3.438730169580e-10       9.164345884418e-13      -1.785114681296e-12       0.000000000000e+00       5.994048283292e-14       1.118017107496e-15       1.495230567753e-16 
  539       3.438090486216e-10       9.250988679430e-13      -1.611985775486e-12       0.000000000000e+00       5.954413645793e-14       1.120911366350e-15       1.375596677692e-16 
  540       3.437140347796e-10       9.344776517266e-13      -1.439752460235e-12       0.000000000000e+00       5.915097551701e-14       1.124617280369e-15       1.256752741398e-16 
  541       3.435879302424e-10       9.445753811263e-13      -1.268542035670e-12       0.000000000000e+00       5.876094209828e-14       1.129111510758e-15       1.138709196990e-16 
  542       3.434306924519e-10       9.553964790884e-13      -1.098483465917e-12       0.000000000000e+00       5.837397671444e-14       1.134370273765e-15       1.021476464543e-16 
  543       3.432422814977e-10       9.669453499601e-13      -9.297073863582e-13       0.000000000000e+00       5.799001829405e-14       1.140369338471e-15       9.050649456767e-17 
  544       3.430227190438e-10       9.792248545601e-13      -7.623342450401e-13       0.000000000000e+00       5.760901369281e-14       1.147087125143e-15       7.894835304211e-17 
  545       3.427722668058e-10       9.922316909661e-13      -5.964383633965e-13       0.000000000000e+00       5.723094652463e-14       1.154514095905e-15       6.747350747145e-17 
  546       3.424912528824e-10       1.005960889704e-12      -4.320829281378e-13       0.000000000000e+00       5.685580908494e-14       1.162643611000e-15       5.608208010838e-17 
  547       3.421800133177e-10       1.020407326454e-12      -2.693317725401e-13       0.000000000000e+00       5.648359289580e-14       1.171468850012e-15       4.477417794168e-17 
  548       3.418388921416e-10       1.035565721228e-12      -1.082493788979e-13       0.000000000000e+00       5.611428870108e-14       1.180982810923e-15       3.354989259515e-17 
  549       3.414682414108e-10       1.051430637536e-12       5.109911902376e-14       0.000000000000e+00       5.574788646166e-14       1.191178309152e-15       2.240930022650e-17 
  550       3.410684212485e-10       1.067996481556e-12       2.086479335363e-13       0.000000000000e+00       5.538437535062e-14       1.202047976609e-15       1.135246142616e-17 
  551       3.406397998852e-10       1.085257501311e-12       3.643306205756e-13       0.000000000000e+00       5.502374374842e-14       1.213584260742e-15       3.794211162793e-19 
  552       3.401827536992e-10       1.103207785836e-12       5.180800772494e-13       0.000000000000e+00       5.466597923809e-14       1.225779423586e-15      -1.050979155050e-17 
  553       3.396976672567e-10       1.121841264350e-12       6.698285393845e-13       0.000000000000e+00       5.431106860044e-14       1.238625540811e-15      -2.131516329209e-17 
  554       3.391849333526e-10       1.141151705430e-12       8.195075790749e-13       0.000000000000e+00       5.395899780923e-14       1.252114500769e-15      -3.203669679811e-17 
  555       3.386449530508e-10       1.161132716176e-12       9.670481022288e-13       0.000000000000e+00       5.360975202638e-14       1.266238003546e-15      -4.267441083096e-17 
  556       3.380781357242e-10       1.181777741390e-12       1.112380346116e-12       0.000000000000e+00       5.326331559714e-14       1.280987560006e-15      -5.322834032700e-17 
  557       3.374848990960e-10       1.203080062741e-12       1.255433876917e-12       0.000000000000e+00       5.291967204528e-14       1.296354490843e-15      -6.369853649761e-17 
  558       3.368656692792e-10       1.225032797941e-12       1.396137587267e-12       0.000000000000e+00       5.257880406830e-14       1.312329925629e-15      -7.408506693035e-17 
  559       3.362208808177e-10       1.247628899912e-12       1.534419693807e-12       0.000000000000e+00       5.224069353263e-14       1.328904801862e-15      -8.438801569001e-17 
  560       3.355509767264e-10       1.270861155960e-12       1.670207734731e-12       0.000000000000e+00       5.190532146876e-14       1.346069864011e-15      -9.460748341983e-17 
  561       3.348564085317e-10       1.294722186948e-12       1.803428567331e-12       0.000000000000e+00       5.157266806651e-14       1.363815662571e-15      -1.047435874425e-16 
  562       3.341376363119e-10       1.319204446460e-12       1.934008365546e-12       0.000000000000e+00       5.124271267016e-14       1.382132553108e-15      -1.147964618614e-16 
  563       3.333951287377e-10       1.344300219982e-12       2.061872617511e-12       0.000000000000e+00       5.091543377366e-14       1.401010695305e-15      -1.247662576616e-16 
  564       3.326293631125e-10       1.370001624066e-12       2.186946123101e-12       0.000000000000e+00       5.059080901586e-14       1.420440052016e-15      -1.346531428110e-16 
  565       3.318408254129e-10       1.396300605504e-12       2.309152991482e-12       0.000000000000e+00       5.026881517561e-14       1.440410388309e-15      -1.444573023616e-16 
  566       3.310300103292e-10       1.423188940499e-12       2.428416638658e-12       0.000000000000e+00       4.994942816704e-14       1.460911270519e-15      -1.541789385503e-16 
  567       3.301974213057e-10       1.450658233838e-12       2.544659785015e-12       0.000000000000e+00       4.963262303470e-14       1.481932065292e-15      -1.638182709004e-16 
  568       3.293435705812e-10       1.478699918058e-12       2.657804452873e-12       0.000000000000e+00       4.931837394879e-14       1.503461938639e-15      -1.733755363224e-16 
  569       3.284689792293e-10       1.507305252625e-12       2.767771964032e-12       0.000000000000e+00       4.900665420030e-14       1.525489854980e-15      -1.828509892152e-16 
  570       3.275741771990e-10       1.536465323097e-12       2.874482937319e-12       0.000000000000e+00       4.869743619622e-14       1.548004576191e-15      -1.922449015675e-16 
  571       3.266597033551e-10       1.566171040303e-12       2.977857286134e-12       0.000000000000e+00       4.839069145477e-14       1.570994660661e-15      -2.015575630583e-16 
  572       3.257261055185e-10       1.596413139509e-12       3.077814216001e-12       0.000000000000e+00       4.808639060054e-14       1.594448462329e-15      -2.107892811587e-16 
  573       3.247739405067e-10       1.627182179590e-12       3.174272222114e-12       0.000000000000e+00       4.778450335969e-14       1.618354129741e-15      -2.199403812326e-16 
  574       3.238037741742e-10       1.658468542204e-12       3.267149086883e-12       0.000000000000e+00       4.748499855515e-14       1.642699605096e-15      -2.290112066378e-16 
  575       3.228161814530e-10       1.690262430961e-12       3.356361877485e-12       0.000000000000e+00       4.718784410183e-14       1.667472623294e-15      -2.380021188275e-16 
  576       3.218117463929e-10       1.722553870594e-12       3.441826943406e-12       0.000000000000e+00       4.689300700178e-14       1.692660710983e-15      -2.469134974510e-16 
  577       3.207910622020e-10       1.755332706132e-12       3.523459913994e-12       0.000000000000e+00       4.660045333937e-14       1.718251185609e-15      -2.557457404548e-16 
  578       3.197547312873e-10       1.788588602070e-12       3.601175696006e-12       0.000000000000e+00       4.631014827653e-14       1.744231154467e-15      -2.644992641843e-16 
  579       3.187033652948e-10       1.822311041540e-12       3.674888471151e-12       0.000000000000e+00       4.602205604790e-14       1.770587513745e-15      -2.731745034840e-16 
  580       3.176375851499e-10       1.856489325483e-12       3.744511693641e-12       0.000000000000e+00       4.573613995603e-14       1.797306947575e-15      -2.817719117996e-16 
  581       3.165580210984e-10       1.891112571821e-12       3.809958087739e-12       0.000000000000e+00       4.545236236657e-14       1.824375927080e-15      -2.902919612784e-16 
  582       3.154653127461e-10       1.926169714627e-12       3.871139645306e-12       0.000000000000e+00       4.517068470347e-14       1.851780709424e-15      -2.987351428705e-16 
  583       3.143600829045e-10       1.961649371289e-12       3.927981445995e-12       0.000000000000e+00       4.489107324401e-14       1.879508974606e-15      -3.071017190230e-16 
  584       3.132428583254e-10       1.997539442032e-12       3.980463502101e-12       0.000000000000e+00       4.461351667266e-14       1.907554782694e-15      -3.153909747685e-16 
  585       3.121141470660e-10       2.033827498756e-12       4.028579954219e-12       0.000000000000e+00       4.433800895625e-14       1.935913738550e-15      -3.236019481270e-16 
  586       3.109744645356e-10       2.070500915263e-12       4.072325345609e-12       0.000000000000e+00       4.406454358104e-14       1.964581364921e-15      -3.317336758341e-16 
  587       3.098243335274e-10       2.107546866384e-12       4.111694624616e-12       0.000000000000e+00       4.379311354996e-14       1.993553102058e-15      -3.397851933550e-16 
  588       3.086642842492e-10       2.144952327100e-12       4.146683147088e-12       0.000000000000e+00       4.352371137984e-14       2.022824307350e-15      -3.477555348982e-16 
  589       3.074948543550e-10       2.182704071670e-12       4.177286678796e-12       0.000000000000e+00       4.325632909866e-14       2.052390254943e-15      -3.556437334297e-16 
  590       3.063165889761e-10       2.220788672756e-12       4.203501397854e-12       0.000000000000e+00       4.299095824276e-14       2.082246135369e-15      -3.634488206867e-16 
