# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  254       7.055533505551e-10       3.648083232799e-13       9.213680888357e-12       3.123110021816e-15       7.300013804122e-13       1.632769372235e-13       1.091730319208e-15 
  255       7.029225370322e-10       3.769645881409e-13       9.419428512143e-12       3.146588252627e-15       7.210693889721e-13       1.612473641838e-13       1.122023881196e-15 
  256       7.002263492120e-10       3.894195875819e-13       9.623361973271e-12       3.170037025346e-15       7.122719030655e-13       1.592538411848e-13       1.151997322382e-15 
  257       6.974656587166e-10       4.021730644518e-13       9.825399440862e-12       3.193454049492e-15       7.036084118630e-13       1.572957195111e-13       1.181643269219e-15 
  258       6.946413651494e-10       4.152246494200e-13       1.002545844730e-11       3.216837025802e-15       6.950782433683e-13       1.553722943164e-13       1.210954436394e-15 
  259       6.917543962933e-10       4.285738596391e-13       1.022345588948e-11       3.240183646338e-15       6.866805622517e-13       1.534828039333e-13       1.239923628912e-15 
  260       6.888057083092e-10       4.422200974072e-13       1.041930802999e-11       3.263491594592e-15       6.784143676833e-13       1.516264291824e-13       1.268543744183e-15 
  261       6.857962859338e-10       4.561626488298e-13       1.061293049841e-11       3.286758545596e-15       6.702784911669e-13       1.498022926816e-13       1.296807774097e-15 
  262       6.827271426782e-10       4.704006824825e-13       1.080423829251e-11       3.309982166025e-15       6.622715943732e-13       1.480094581559e-13       1.324708807108e-15 
  263       6.795993210259e-10       4.849332480730e-13       1.099314577947e-11       3.333160114306e-15       6.543921669730e-13       1.462469297465e-13       1.352240030319e-15 
  264       6.764138926309e-10       4.997592751037e-13       1.117956669712e-11       3.356290040722e-15       6.466385244712e-13       1.445136513201e-13       1.379394731559e-15 
  265       6.731719585165e-10       5.148775715338e-13       1.136341415521e-11       3.379369587522e-15       6.390088060396e-13       1.428085057785e-13       1.406166301469e-15 
  266       6.698746492728e-10       5.302868224416e-13       1.154460063657e-11       3.402396389024e-15       6.315009723508e-13       1.411303143678e-13       1.432548235582e-15 
  267       6.665231252556e-10       5.459855886870e-13       1.172303799841e-11       3.425368071725e-15       6.241128034117e-13       1.394778359881e-13       1.458534136404e-15 
  268       6.631185767840e-10       5.619723055736e-13       1.189863747351e-11       3.448282254404e-15       6.168418963963e-13       1.378497665023e-13       1.484117715498e-15 
  269       6.596622243390e-10       5.782452815111e-13       1.207130967147e-11       3.471136548231e-15       6.096856634800e-13       1.362447380463e-13       1.509292795565e-15 
  270       6.561553187620e-10       5.948026966775e-13       1.224096457995e-11       3.493928556874e-15       6.026413296724e-13       1.346613183376e-13       1.534053312525e-15 
  271       6.525991414522e-10       6.116426016816e-13       1.240751156586e-11       3.516655876602e-15       5.957059306510e-13       1.330980099852e-13       1.558393317600e-15 
  272       6.489950045656e-10       6.287629162250e-13       1.257085937664e-11       3.539316096396e-15       5.888763105946e-13       1.315532497986e-13       1.582306979396e-15 
  273       6.453442512128e-10       6.461614277647e-13       1.273091614148e-11       3.561906798053e-15       5.821491200168e-13       1.300254080976e-13       1.605788585983e-15 
  274       6.416482556577e-10       6.638357901753e-13       1.288758937252e-11       3.584425556292e-15       5.755208135994e-13       1.285127880214e-13       1.628832546980e-15 
  275       6.379084235150e-10       6.817835224114e-13       1.304078596615e-11       3.606869938863e-15       5.689876480256e-13       1.270136248381e-13       1.651433395635e-15 
  276       6.341261919490e-10       7.000020071694e-13       1.319041220415e-11       3.629237506652e-15       5.625456798140e-13       1.255260852540e-13       1.673585790905e-15 
  277       6.303030298717e-10       7.184884895507e-13       1.333637375501e-11       3.651525813785e-15       5.561907631515e-13       1.240482667230e-13       1.695284519544e-15 
  278       6.264404381409e-10       7.372400757232e-13       1.347857567509e-11       3.673732407742e-15       5.499185477269e-13       1.225781967561e-13       1.716524498176e-15 
  279       6.225398687468e-10       7.562536344197e-13       1.361692993822e-11       3.695855046240e-15       5.437253021422e-13       1.211142373188e-13       1.737301913864e-15 
  280       6.186024773286e-10       7.755254985352e-13       1.375137845345e-11       3.717892360124e-15       5.376104358232e-13       1.196563226355e-13       1.757617706910e-15 
  281       6.146293582225e-10       7.950517454636e-13       1.388187124220e-11       3.739843225035e-15       5.315741035449e-13       1.182047841691e-13       1.777474272547e-15 
  282       6.106216243914e-10       8.148282913895e-13       1.400835903013e-11       3.761706548147e-15       5.256163907282e-13       1.167599512403e-13       1.796874342524e-15 
  283       6.065804074994e-10       8.348508898010e-13       1.413079325987e-11       3.783481268615e-15       5.197373125417e-13       1.153221509602e-13       1.815820988942e-15 
  284       6.025068579849e-10       8.551151300032e-13       1.424912610385e-11       3.805166358007e-15       5.139368130032e-13       1.138917081612e-13       1.834317628080e-15 
  285       5.984021451350e-10       8.756164356306e-13       1.436331047714e-11       3.826760820752e-15       5.082147640813e-13       1.124689453290e-13       1.852368024227e-15 
  286       5.942674571588e-10       8.963500631610e-13       1.447330005017e-11       3.848263694570e-15       5.025709647970e-13       1.110541825341e-13       1.869976293511e-15 
  287       5.901040012615e-10       9.173111004276e-13       1.457904926156e-11       3.869674050922e-15       4.970051403254e-13       1.096477373636e-13       1.887146907736e-15 
  288       5.859130037181e-10       9.384944651327e-13       1.468051333095e-11       3.890990995440e-15       4.915169410973e-13       1.082499248526e-13       1.903884698203e-15 
  289       5.816957099470e-10       9.598949033609e-13       1.477764827172e-11       3.912213668371e-15       4.861059419007e-13       1.068610574161e-13       1.920194859549e-15 
  290       5.774533845842e-10       9.815069880912e-13       1.487041090388e-11       3.933341245018e-15       4.807716409824e-13       1.054814447804e-13       1.936082953575e-15 
  291       5.731873115566e-10       1.003325117711e-12       1.495875886677e-11       3.954372936177e-15       4.755134591498e-13       1.041113939151e-13       1.951554913074e-15 
  292       5.688987941561e-10       1.025343514529e-12       1.504265063193e-11       3.975307988577e-15       4.703307388723e-13       1.027512089641e-13       1.966617045666e-15 
  293       5.645891551135e-10       1.047556223288e-12       1.512204551586e-11       3.996145685319e-15       4.652227433830e-13       1.014011911780e-13       1.981276037626e-15 
  294       5.602597366717e-10       1.069957109678e-12       1.519690369283e-11       4.016885346319e-15       4.601886557803e-13       1.000616388451e-13       1.995538957715e-15 
  295       5.559119006602e-10       1.092539858849e-12       1.526718620765e-11       4.037526328742e-15       4.552275781297e-13       9.873284722357e-14       2.009413261012e-15 
  296       5.515470285685e-10       1.115297973924e-12       1.533285498852e-11       4.058068027445e-15       4.503385305650e-13       9.741510847268e-14       2.022906792743e-15 
  297       5.471665216198e-10       1.138224774513e-12       1.539387285977e-11       4.078509875419e-15       4.455204503902e-13       9.610871158462e-14       2.036027792112e-15 
  298       5.427718008452e-10       1.161313395227e-12       1.545020355469e-11       4.098851344222e-15       4.407721911810e-13       9.481394231615e-14       2.048784896135e-15 
  299       5.383643071569e-10       1.184556784185e-12       1.550181172830e-11       4.119091944423e-15       4.360925218865e-13       9.353108312019e-14       2.061187143465e-15 
  300       5.339455014226e-10       1.207947701536e-12       1.554866297019e-11       4.139231226042e-15       4.314801259309e-13       9.226041307749e-14       2.073243978226e-15 
  301       5.295168645388e-10       1.231478717966e-12       1.559072381725e-11       4.159268778987e-15       4.269336003147e-13       9.100220782825e-14       2.084965253845e-15 
  302       5.250798975048e-10       1.255142213211e-12       1.562796176653e-11       4.179204233496e-15       4.224514547168e-13       8.975673950378e-14       2.096361236880e-15 
  303       5.206361214967e-10       1.278930374575e-12       1.566034528802e-11       4.199037260573e-15       4.180321105957e-13       8.852427665813e-14       2.107442610851e-15 
  304       5.161870779407e-10       1.302835195436e-12       1.568784383740e-11       4.218767572433e-15       4.136739002914e-13       8.730508419973e-14       2.118220480073e-15 
  305       5.117343285871e-10       1.326848473766e-12       1.571042786890e-11       4.238394922935e-15       4.093750661270e-13       8.609942332302e-14       2.128706373484e-15 
  306       5.072794555843e-10       1.350961810639e-12       1.572806884806e-11       4.257919108029e-15       4.051337595100e-13       8.490755144012e-14       2.138912248478e-15 
  307       5.028240615523e-10       1.375166608745e-12       1.574073926453e-11       4.277339966187e-15       4.009480400344e-13       8.372972211246e-14       2.148850494732e-15 
  308       4.983697696567e-10       1.399454070908e-12       1.574841264489e-11       4.296657378851e-15       3.968158745817e-13       8.256618498237e-14       2.158533938042e-15 
  309       4.939182236823e-10       1.423815198589e-12       1.575106356541e-11       4.315871270866e-15       3.927351364231e-13       8.141718570482e-14       2.167975844151e-15 
  310       4.894710881069e-10       1.448240790411e-12       1.574866766486e-11       4.334981610924e-15       3.887036043207e-13       8.028296587896e-14       2.177189922576e-15 
  311       4.850300481754e-10       1.472721440661e-12       1.574120165732e-11       4.353988412000e-15       3.847189616295e-13       7.916376297982e-14       2.186190330448e-15 
  312       4.805966955976e-10       1.497248022411e-12       1.572864759106e-11       4.372891822833e-15       3.807792312781e-13       7.805976484204e-14       2.194988737791e-15 
  313       4.761721796308e-10       1.521813164680e-12       1.571100581742e-11       4.391692406146e-15       3.768841048630e-13       7.697097091704e-14       2.203585365047e-15 
  314       4.717575399520e-10       1.546409840904e-12       1.568828264871e-11       4.410390874195e-15       3.730336734691e-13       7.589732444468e-14       2.211977537181e-15 
  315       4.673538195070e-10       1.571030889626e-12       1.566048618424e-11       4.428987999438e-15       3.692279969885e-13       7.483875719709e-14       2.220162584952e-15 
  316       4.629620644442e-10       1.595669013610e-12       1.562762632839e-11       4.447484615093e-15       3.654671037580e-13       7.379518935442e-14       2.228137845130e-15 
  317       4.585833240473e-10       1.620316778942e-12       1.558971480861e-11       4.465881615684e-15       3.617509901963e-13       7.276652938067e-14       2.235900660720e-15 
  318       4.542186506686e-10       1.644966614145e-12       1.554676519342e-11       4.484179957596e-15       3.580796204410e-13       7.175267389949e-14       2.243448381176e-15 
  319       4.498690996626e-10       1.669610809283e-12       1.549879291041e-11       4.502380659625e-15       3.544529259859e-13       7.075350756993e-14       2.250778362628e-15 
  320       4.455357293189e-10       1.694241515074e-12       1.544581526430e-11       4.520484803528e-15       3.508708053184e-13       6.976890296229e-14       2.257887968093e-15 
  321       4.412196007957e-10       1.718850741993e-12       1.538785145493e-11       4.538493534578e-15       3.473331235566e-13       6.879872043388e-14       2.264774567705e-15 
  322       4.369217780528e-10       1.743430359386e-12       1.532492259526e-11       4.556408062112e-15       3.438397120864e-13       6.784280800480e-14       2.271435538925e-15 
  323       4.326433277848e-10       1.767972094574e-12       1.525705172938e-11       4.574229660085e-15       3.403903681989e-13       6.690100123379e-14       2.277868266768e-15 
  324       4.283853193548e-10       1.792467531965e-12       1.518426385059e-11       4.591959667618e-15       3.369848547274e-13       6.597312309397e-14       2.284070144018e-15 
  325       4.241488247271e-10       1.816908112160e-12       1.510658591930e-11       4.609599489553e-15       3.336228996851e-13       6.505898384863e-14       2.290038571453e-15 
  326       4.199349184007e-10       1.841285131064e-12       1.502404688116e-11       4.627150597004e-15       3.303041959015e-13       6.415838092710e-14       2.295770958059e-15 
  327       4.157446773426e-10       1.865589738991e-12       1.493667768499e-11       4.644614527906e-15       3.270284006606e-13       6.327109880043e-14       2.301264721253e-15 
  328       4.115791809208e-10       1.889812939777e-12       1.484451130084e-11       4.661992887568e-15       3.237951353374e-13       6.239690885729e-14       2.306517287103e-15 
  329       4.074395108378e-10       1.913945589884e-12       1.474758273798e-11       4.679287349225e-15       3.206039850352e-13       6.153556927969e-14       2.311526090548e-15 
  330       4.033267510636e-10       1.937978397513e-12       1.464592906291e-11       4.696499654587e-15       3.174544982231e-13       6.068682491882e-14       2.316288575615e-15 
  331       3.992419877694e-10       1.961901921708e-12       1.453958941743e-11       4.713631614394e-15       3.143461863732e-13       5.985040717081e-14       2.320802195642e-15 
  332       3.951863092600e-10       1.985706571468e-12       1.442860503655e-11       4.730685108965e-15       3.112785235975e-13       5.902603385254e-14       2.325064413497e-15 
  333       3.911608059081e-10       2.009382604854e-12       1.431301926661e-11       4.747662088749e-15       3.082509462855e-13       5.821340907746e-14       2.329072701796e-15 
  334       3.871665700865e-10       2.032920128098e-12       1.419287758324e-11       4.764564574878e-15       3.052628527410e-13       5.741222313131e-14       2.332824543126e-15 
  335       3.832046961023e-10       2.056309094712e-12       1.406822760935e-11       4.781394659719e-15       3.023136028199e-13       5.662215234800e-14       2.336317430262e-15 
  336       3.792762801292e-10       2.079539304594e-12       1.393911913321e-11       4.798154507421e-15       2.994025175667e-13       5.584285898535e-14       2.339548866388e-15 
  337       3.753824201416e-10       2.102600403140e-12       1.380560412641e-11       4.814846354474e-15       2.965288788525e-13       5.507399110090e-14       2.342516365318e-15 
  338       3.715242158472e-10       2.125481880350e-12       1.366773676191e-11       4.831472510251e-15       2.936919290114e-13       5.431518242770e-14       2.345217451712e-15 
  339       3.677027686208e-10       2.148173069938e-12       1.352557343201e-11       4.848035357569e-15       2.908908704784e-13       5.356605225010e-14       2.347649661300e-15 
  340       3.639191814369e-10       2.170663148440e-12       1.337917276641e-11       4.864537353233e-15       2.881248654264e-13       5.282620527958e-14       2.349810541100e-15 
  341       3.601745588035e-10       2.192941134323e-12       1.322859565020e-11       4.880981028592e-15       2.853930354032e-13       5.209523153046e-14       2.351697649639e-15 
  342       3.564700066950e-10       2.214995887091e-12       1.307390524188e-11       4.897368990086e-15       2.826944609690e-13       5.137270619581e-14       2.353308557169e-15 
  343       3.528066324857e-10       2.236816106399e-12       1.291516699135e-11       4.913703919804e-15       2.800281813335e-13       5.065818952313e-14       2.354640845892e-15 
  344       3.491855448828e-10       2.258390331154e-12       1.275244865798e-11       4.929988576029e-15       2.773931939931e-13       4.995122669023e-14       2.355692110176e-15 
  345       3.456078538597e-10       2.279706938630e-12       1.258582032856e-11       4.946225793791e-15       2.747884543682e-13       4.925134768096e-14       2.356459956778e-15 
  346       3.420746705894e-10       2.300754143575e-12       1.241535443536e-11       4.962418485422e-15       2.722128754404e-13       4.855806716107e-14       2.356942005061e-15 
  347       3.385871073777e-10       2.321519997317e-12       1.224112577412e-11       4.978569641103e-15       2.696653273895e-13       4.787088435392e-14       2.357135887213e-15 
  348       3.351462775961e-10       2.341992386874e-12       1.206321152206e-11       4.994682329418e-15       2.671446372313e-13       4.718928291637e-14       2.357039248472e-15 
  349       3.317531987713e-10       2.362160147492e-12       1.188168743021e-11       5.010759492817e-15       2.646498050818e-13       4.651283323723e-14       2.356650453382e-15 
  350       3.284084975463e-10       2.382016453079e-12       1.169661618889e-11       5.026803323502e-15       2.621806636098e-13       4.584150427690e-14       2.355970736507e-15 
  351       3.251126923330e-10       2.401555564853e-12       1.150805861419e-11       5.042815862697e-15       2.597372452661e-13       4.517536443755e-14       2.355002141484e-15 
  352       3.218662888895e-10       2.420771730826e-12       1.131607744436e-11       5.058799203744e-15       2.573195679779e-13       4.451448028561e-14       2.353746823954e-15 
  353       3.186697801584e-10       2.439659186001e-12       1.112073735397e-11       5.074755492456e-15       2.549276349992e-13       4.385891652823e-14       2.352207052474e-15 
  354       3.155236461046e-10       2.458212152580e-12       1.092210496825e-11       5.090686927463e-15       2.525614347603e-13       4.320873598967e-14       2.350385209430e-15 
  355       3.124283535535e-10       2.476424840164e-12       1.072024887728e-11       5.106595760565e-15       2.502209407183e-13       4.256399958773e-14       2.348283791951e-15 
  356       3.093843560290e-10       2.494291445953e-12       1.051523965030e-11       5.122484297078e-15       2.479061112069e-13       4.192476631014e-14       2.345905412825e-15 
  357       3.063920935919e-10       2.511806154953e-12       1.030714984992e-11       5.138354896190e-15       2.456168892864e-13       4.129109319099e-14       2.343252801408e-15 
  358       3.034519926778e-10       2.528963140175e-12       1.009605404638e-11       5.154209971306e-15       2.433532025939e-13       4.066303528716e-14       2.340328804540e-15 
  359       3.005644659350e-10       2.545756562839e-12       9.882028831854e-12       5.170051990399e-15       2.411149631934e-13       4.004064565471e-14       2.337136387458e-15 
  360       2.977299120630e-10       2.562180572574e-12       9.665152834646e-12       5.185883476361e-15       2.389020674253e-13       3.942397532527e-14       2.333678634710e-15 
  361       2.949487156503e-10       2.578229307625e-12       9.445506733479e-12       5.201707007353e-15       2.367143957572e-13       3.881307328252e-14       2.329958751066e-15 
  362       2.922212470128e-10       2.593896895049e-12       9.223173271738e-12       5.217525217153e-15       2.345518126333e-13       3.820798643855e-14       2.325980062435e-15 
  363       2.895478620316e-10       2.609177450923e-12       8.998237271730e-12       5.233340795508e-15       2.324141663249e-13       3.760875961029e-14       2.321746016777e-15 
  364       2.869289019911e-10       2.624065080544e-12       8.770785648939e-12       5.249156488484e-15       2.303012887800e-13       3.701543549594e-14       2.317260185014e-15 
  365       2.843646934173e-10       2.638553878631e-12       8.540907426279e-12       5.264975098812e-15       2.282129954738e-13       3.642805465135e-14       2.312526261948e-15 
  366       2.818555479161e-10       2.652637929527e-12       8.308693748352e-12       5.280799486245e-15       2.261490852583e-13       3.584665546647e-14       2.307548067170e-15 
  367       2.794017620106e-10       2.666311307405e-12       8.074237895703e-12       5.296632567901e-15       2.241093402126e-13       3.527127414173e-14       2.302329545976e-15 
  368       2.770036169802e-10       2.679568076465e-12       7.837635299073e-12       5.312477318618e-15       2.220935254928e-13       3.470194466447e-14       2.296874770280e-15 
  369       2.746613786979e-10       2.692402291139e-12       7.598983553659e-12       5.328336771302e-15       2.201013891822e-13       3.413869878538e-14       2.291187939527e-15 
  370       2.723752974689e-10       2.704807996295e-12       7.358382433363e-12       5.344214017273e-15       2.181326621411e-13       3.358156599485e-14       2.285273381608e-15 
  371       2.701456078685e-10       2.716779227436e-12       7.115933905054e-12       5.360112206624e-15       2.161870578572e-13       3.303057349945e-14       2.279135553769e-15 
  372       2.679725285803e-10       2.728310010905e-12       6.871742142820e-12       5.376034548563e-15       2.142642722951e-13       3.248574619830e-14       2.272779043531e-15 
  373       2.658562622339e-10       2.739394364085e-12       6.625913542222e-12       5.391984311765e-15       2.123639837469e-13       3.194710665952e-14       2.266208569598e-15 
  374       2.637969952438e-10       2.750026295605e-12       6.378556734554e-12       5.407964824724e-15       2.104858526817e-13       3.141467509659e-14       2.259428982773e-15 
  375       2.617948976468e-10       2.760199805539e-12       6.129782601092e-12       5.423979476101e-15       2.086295215961e-13       3.088846934482e-14       2.252445266870e-15 
  376       2.598501229403e-10       2.769908885607e-12       5.879704287358e-12       5.440031715075e-15       2.067946148640e-13       3.036850483774e-14       2.245262539629e-15 
  377       2.579628079204e-10       2.779147519385e-12       5.628437217366e-12       5.456125051691e-15       2.049807385866e-13       2.985479458351e-14       2.237886053629e-15 
  378       2.561330725203e-10       2.787909682497e-12       5.376099107883e-12       5.472263057212e-15       2.031874804426e-13       2.934734914133e-14       2.230321197200e-15 
  379       2.543610196478e-10       2.796189342825e-12       5.122809982686e-12       5.488449364470e-15       2.014144095381e-13       2.884617659788e-14       2.222573495338e-15 
  380       2.526467350241e-10       2.803980460709e-12       4.868692186811e-12       5.504687668212e-15       1.996610762566e-13       2.835128254370e-14       2.214648610619e-15 
  381       2.509902870212e-10       2.811276989148e-12       4.613870400813e-12       5.520981725452e-15       1.979270121092e-13       2.786267004964e-14       2.206552344111e-15 
  382       2.493917265006e-10       2.818072874006e-12       4.358471655023e-12       5.537335355823e-15       1.962117295845e-13       2.738033964322e-14       2.198290636285e-15 
  383       2.478510866509e-10       2.824362054208e-12       4.102625343797e-12       5.553752441923e-15       1.945147219987e-13       2.690428928511e-14       2.189869567936e-15 
  384       2.463683828265e-10       2.830138461950e-12       3.846463239778e-12       5.570236929669e-15       1.928354633456e-13       2.643451434549e-14       2.181295361088e-15 
  385       2.449436123850e-10       2.835396022896e-12       3.590119508149e-12       5.586792828643e-15       1.911734081466e-13       2.597100758050e-14       2.172574379913e-15 
  386       2.435767545258e-10       2.840128656381e-12       3.333730720886e-12       5.603424212445e-15       1.895279913009e-13       2.551375910863e-14       2.163713131641e-15 
  387       2.422677701281e-10       2.844330275617e-12       3.077435871016e-12       5.620135219042e-15       1.878986279353e-13       2.506275638714e-14       2.154718267476e-15 
  388       2.410165896255e-10       2.847995901389e-12       2.821364467890e-12       5.636929593083e-15       1.862848180710e-13       2.461798380580e-14       2.145595578473e-15 
  389       2.398230764604e-10       2.851125048671e-12       2.565600302982e-12       5.653809293268e-15       1.846864652459e-13       2.417942149939e-14       2.136346939894e-15 
  390       2.386870619450e-10       2.853718467086e-12       2.310216356698e-12       5.670775833570e-15       1.831035695164e-13       2.374704644451e-14       2.126973254346e-15 
  391       2.376083569304e-10       2.855777039935e-12       2.055286599736e-12       5.687830736559e-15       1.815361236501e-13       2.332083281440e-14       2.117475446610e-15 
  392       2.365867516349e-10       2.857301785282e-12       1.800885997865e-12       5.704975533382e-15       1.799841130598e-13       2.290075195506e-14       2.107854463755e-15 
  393       2.356220154730e-10       2.858293857040e-12       1.547090516704e-12       5.722211763751e-15       1.784475157365e-13       2.248677236138e-14       2.098111275251e-15 
  394       2.347138968836e-10       2.858754546062e-12       1.293977126501e-12       5.739540975927e-15       1.769263021827e-13       2.207885965324e-14       2.088246873087e-15 
  395       2.338621231591e-10       2.858685281227e-12       1.041623806912e-12       5.756964726707e-15       1.754204353461e-13       2.167697655161e-14       2.078262271880e-15 
  396       2.330664002735e-10       2.858087630527e-12       7.901095517828e-13       5.774484581412e-15       1.739298705527e-13       2.128108285466e-14       2.068158508996e-15 
  397       2.323264127110e-10       2.856963302156e-12       5.395143739222e-13       5.792102113868e-15       1.724545554402e-13       2.089113541389e-14       2.057936644657e-15 
  398       2.316418232950e-10       2.855314145598e-12       2.899193098864e-13       5.809818906395e-15       1.709944298915e-13       2.050708811021e-14       2.047597762063e-15 
  399       2.310122730165e-10       2.853142152712e-12       4.140642475625e-14       5.827636549794e-15       1.695494259678e-13       2.012889183008e-14       2.037142967499e-15 
  400       2.304373808623e-10       2.850449458823e-12      -2.059411830840e-13       5.845556643327e-15       1.681194678425e-13       1.975649444158e-14       2.026573390454e-15 
  401       2.299167436444e-10       2.847238343807e-12      -4.520393771670e-13       5.863580794710e-15       1.667044717338e-13       1.938984077058e-14       2.015890183736e-15 
  402       2.294499358276e-10       2.843511233181e-12      -6.968029781636e-13       5.881710620094e-15       1.653043458389e-13       1.902887257679e-14       2.005094523582e-15 
  403       2.290365093591e-10       2.839270699188e-12      -9.401457591035e-13       5.899947744052e-15       1.639189902667e-13       1.867352852989e-14       1.994187609776e-15 
  404       2.286759934963e-10       2.834519461887e-12      -1.181980440596e-12       5.918293799567e-15       1.625482969716e-13       1.832374418565e-14       1.983170665764e-15 
  405       2.283678946357e-10       2.829260390239e-12      -1.422218686052e-12       5.936750428011e-15       1.611921496865e-13       1.797945196203e-14       1.972044938764e-15 
  406       2.281116961417e-10       2.823496503195e-12      -1.660771096903e-12       5.955319279141e-15       1.598504238565e-13       1.764058111530e-14       1.960811699884e-15 
  407       2.279068581746e-10       2.817230970787e-12      -1.897547207823e-12       5.974002011076e-15       1.585229865722e-13       1.730705771612e-14       1.949472244236e-15 
  408       2.277528175199e-10       2.810467115208e-12      -2.132455481951e-12       5.992800290288e-15       1.572096965030e-13       1.697880462570e-14       1.938027891049e-15 
  409       2.276489874165e-10       2.803208411908e-12      -2.365403306109e-12       6.011715791582e-15       1.559104038304e-13       1.665574147185e-14       1.926479983786e-15 
  410       2.275947573850e-10       2.795458490677e-12      -2.596296986025e-12       6.030750198091e-15       1.546249501815e-13       1.633778462514e-14       1.914829890253e-15 
  411       2.275894930571e-10       2.787221136733e-12      -2.825041741551e-12       6.049905201252e-15       1.533531685623e-13       1.602484717499e-14       1.903079002719e-15 
  412       2.276325360034e-10       2.778500291810e-12      -3.051541701889e-12       6.069182500799e-15       1.520948832911e-13       1.571683890576e-14       1.891228738030e-15 
  413       2.277232035625e-10       2.769300055248e-12      -3.275699900808e-12       6.088583804744e-15       1.508499099320e-13       1.541366627291e-14       1.879280537718e-15 
  414       2.278607886692e-10       2.759624685077e-12      -3.497418271866e-12       6.108110829366e-15       1.496180552279e-13       1.511523237903e-14       1.867235868122e-15 
  415       2.280445596834e-10       2.749478599105e-12      -3.716597643629e-12       6.127765299194e-15       1.483991170342e-13       1.482143695006e-14       1.855096220497e-15 
  416       2.282737602186e-10       2.738866376011e-12      -3.933137734895e-12       6.147548946997e-15       1.471928842522e-13       1.453217631127e-14       1.842863111132e-15 
  417       2.285476089705e-10       2.727792756423e-12      -4.146937149916e-12       6.167463513763e-15       1.459991367622e-13       1.424734336350e-14       1.830538081463e-15 
  418       2.288652995454e-10       2.716262644017e-12      -4.357893373612e-12       6.187510748693e-15       1.448176453571e-13       1.396682755915e-14       1.818122698187e-15 
  419       2.292260002890e-10       2.704281106594e-12      -4.565902766799e-12       6.207692409181e-15       1.436481716755e-13       1.369051487839e-14       1.805618553378e-15 
  420       2.296288541151e-10       2.691853377176e-12      -4.770860561408e-12       6.228010260799e-15       1.424904681355e-13       1.341828780520e-14       1.793027264598e-15 
  421       2.300729783338e-10       2.678984855089e-12      -4.972660855702e-12       6.248466077289e-15       1.413442778677e-13       1.315002530351e-14       1.780350475015e-15 
  422       2.305574644804e-10       2.665681107051e-12      -5.171196609504e-12       6.269061640542e-15       1.402093346486e-13       1.288560279332e-14       1.767589853515e-15 
  423       2.310813781441e-10       2.651947868260e-12      -5.366359639411e-12       6.289798740588e-15       1.390853628343e-13       1.262489212676e-14       1.754747094819e-15 
  424       2.316437587960e-10       2.637791043486e-12      -5.558040614020e-12       6.310679175580e-15       1.379720772935e-13       1.236776156426e-14       1.741823919594e-15 
  425       2.322436196184e-10       2.623216708150e-12      -5.746129049145e-12       6.331704751782e-15       1.368691833409e-13       1.211407575064e-14       1.728822074569e-15 
  426       2.328799473330e-10       2.608231109420e-12      -5.930513303040e-12       6.352877283550e-15       1.357763766709e-13       1.186369569118e-14       1.715743332650e-15 
  427       2.335517847989e-10       2.592840846140e-12      -6.111094235176e-12       6.374198187026e-15       1.346933960225e-13       1.161650474653e-14       1.702589428935e-15 
  428       2.342584822513e-10       2.577053413163e-12      -6.287826704103e-12       6.395667246003e-15       1.336201832850e-13       1.137248763987e-14       1.689361866130e-15 
  429       2.349994542732e-10       2.560876677676e-12      -6.460679472018e-12       6.417283804043e-15       1.325567287085e-13       1.113165409075e-14       1.676062102739e-15 
  430       2.357740976822e-10       2.544318703229e-12      -6.629621672954e-12       6.439047166700e-15       1.315030186323e-13       1.089401303235e-14       1.662691616635e-15 
  431       2.365817914127e-10       2.527387750943e-12      -6.794622816968e-12       6.460956601239e-15       1.304590354527e-13       1.065957260475e-14       1.649251905132e-15 
  432       2.374218963994e-10       2.510092280709e-12      -6.955652794339e-12       6.483011336354e-15       1.294247575913e-13       1.042834014806e-14       1.635744485058e-15 
  433       2.382937554598e-10       2.492440952397e-12      -7.112681879752e-12       6.505210561888e-15       1.284001594627e-13       1.020032219566e-14       1.622170892828e-15 
  434       2.391966931777e-10       2.474442627062e-12      -7.265680736500e-12       6.527553428553e-15       1.273852114428e-13       9.975524467371e-15       1.608532684516e-15 
  435       2.401300157855e-10       2.456106368146e-12      -7.414620420672e-12       6.550039047646e-15       1.263798798365e-13       9.753951862644e-15       1.594831435925e-15 
  436       2.410930110476e-10       2.437441442684e-12      -7.559472385344e-12       6.572666490772e-15       1.253841268457e-13       9.535608453778e-15       1.581068742662e-15 
  437       2.420849481432e-10       2.418457322513e-12      -7.700208484774e-12       6.595434789559e-15       1.243979105376e-13       9.320497479092e-15       1.567246220210e-15 
